Product_logo,Product_name,Product_title,Product_subtitle,rating_stars,number_of_ratings,price
https://ga0.imgix.net/logo/o/2039543-1613373153-910709?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,FieldEquip,Field service management & equipment maintenance software,"FieldEquip is a field service management system designed to help businesses in oil, eCommerce, and packaging industries handle equipment and communicate with on-field employees. It enables managers to monitor field operations, track labor and material, and streamline warranty management operations.",,,
https://ga1.imgix.net/logo/o/167699-1594643695-386194?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Mize Field Service Management,Field service management for durable goods manufacturers,"Mize Field Service Management is a cloud-based platform that helps durable goods manufacturers and their service partners to manage field service operations. It offers tools including service quote creation, a self service customer portal, maintenance scheduling, work order management, and more.",,,
https://ga1.imgix.net/logo/o/107841-1579031129-2385457?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,FieldPlus,Field Service Management + Inventory Control & Visibility,"MarginPoint is a leading provider of field service and inventory management software that helps service contractors
control inventory costs and grow revenue. They have the only supplier integrated solution that addresses the full inventory management workflow for all material.",,,
https://ga0.imgix.net/logo/o/20542-1507711395-7184777?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Crunch,You live life. We do the numbers.,"Crunch is a groundbreaking online accountancy firm for freelancers, contractors and small businesses. By combining accredited, award-winning in-house accountants with real-time cloud software. ",4.35,37,£29.50
https://ga1.imgix.net/logo/o/90697-1533735403-865249?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Autofy,Powerful QuickBooks Integration,Autofy is a QuickBooks integration platform that automatically synchronizes data among numerous apps you use to run your business. ,4.25,44,$99
https://ga1.imgix.net/logo/o/90632-1499702755-0345201?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,MYOB Essentials,Online accounting & payroll for every business,Online accounting software that gives an accurate view of your cash flow and makes tax time obligations easier. ,3.84,81,A$5
https://ga0.imgix.net/logo/o/106841-1599009439-051605?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Budgyt,"Affordable, Collaborative, Multi-P&L Business Budgeting","Budgyt is a cloud-based budgeting software solution simplifying budgeting for SMBs, NonProfits and Enterprises across the world. ",4.84,19,$199
https://ga0.imgix.net/logo/o/8692-1657589338.jpg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Workday Financial,Fresh approach to financial management,"Workday Financial Management is a web-based accounting and planning software that helps with strategic financial decisions and predictable customer outcomes. It manages the sales and revenue portfolio, allows a completely transparent sales management experience both in the office and on the road.",4.33,43,
https://ga1.imgix.net/logo/o/8259-1559672153-5024486?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Kickserv,#1 Most User-Friendly Software to Run a Service Business,"WE ARE FIELD SERVICE. Simplify your Business with the #1 Rated Software for Service Pros. Complete management of jobs, leads, estimates & invoices. Manage your calendars, your jobs and all your contacts in one paperless place. Kickserv is trusted by thousands of service businesses for over 20 years.",4.34,291,
https://ga1.imgix.net/logo/o/106141-1484842677-530322?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Swept Janitorial App,Operational software for commercial cleaning and janitorial,Swept is trusted operational software for commercial cleaning and janitorial businesses. Take Control of your business. Trust Swept. ,4.49,57,$150
https://ga0.imgix.net/logo/o/101885-1440589700-4129179?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Zoho Forms,The Online Form Builder For Mobile Teams,"Build powerful forms online. Gather actionable data, integrate with other apps online and automate your workflows on the go.  ",4.42,59,$10
https://ga0.imgix.net/logo/o/108611-1575314310-850913?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,The Better Software,Build Excellence.,"Provide franchisors with quality technology and exceptional customer service so that their franchisees can achieve excellence. You Deserve Better, and this is it. ",4.35,78,$80
https://ga1.imgix.net/logo/o/105687-1602181980-665234?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,FieldPulse,All-in-one field service management solution,"Controlling the job schedule, keeping an eye on your field team, and delivering the quality customer experience that wins you referrals and repeat business is key to making money in field service. Expensive software doesn't help. Try FieldPulse, the most complete and simple field service software.",4.6,47,$65
https://ga0.imgix.net/logo/o/91400-1528403668-7845685?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Verizon Connect,Fleet tracking intelligence,"Accurately measure your fleet's performance, uncover hidden costs and opportunities for improved efficiency with Verizon Connect. ",3.25,672,
https://ga1.imgix.net/logo/o/101469-1431432802-6582038?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Snappii,"Codeless app platform, mobile apps and forms",Snappii mobile app builder helps you to build and customize powerful mobile business apps with no programming or coding needed in DAYS. ,4.57,60,$5
https://ga0.imgix.net/logo/o/115579-1551276734-0475705?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Payzerware,"Web based, all-in-one field management tool for contractors","Payzerware provides service businesses with an all-in-one, cloud-based work management tool that enables contractors and technicians to manage back office and field operations across inbound call management, appointment scheduling, job reminders, dispatch, maintenance planning, invoicing and more",4.8,41,$399
https://ga0.imgix.net/logo/o/102469-1574327623-3341477?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,LetsBuild,Web & mobile platform for the construction industry,LetsBuild is a real-time project management platform for professionals in construction industry. ,4.24,99,€249
https://ga1.imgix.net/logo/o/-1567524642-4560797?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,BookingKoala,Booking management platform for the service industry,"BookingKoala is an online booking software designed to help businesses of all sizes handle appointment scheduling, lead generation, billing, marketing, and other operations. Customers can utilize personalized dashboards to view appointments, refer friends, and purchase gift cards.",5.0,36,$27
https://ga0.imgix.net/logo/o/90447-1471889743-2526195?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Fusebill,Subscription billing management & recurring billing software,"Simplify accounts receivables by automating recurring invoicing, payment collections, reconciliation, and revenue recognition.  Fusebill includes seamless integration of invoiced and credit card customers, and online checkout pages without coding or responsibilities of PCI Level 1 compliance.",4.45,29,$295
https://ga0.imgix.net/logo/o/126007-1589355951-4898431?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,CompanyCam,Field service management application for contractors,"CompanyCam is a field service management software, which helps contractors capture images, record details, and communicate with teams via a centralized platform. The application automatically organizes images by location and lets users add custom tags to facilitate searching and filtering.",4.69,51,$19
https://ga1.imgix.net/logo/o/102001-1568015706-7753434?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,StreetSmart,Mobile workforce management software,"StreetSmart Mobile Workforce Management Solution is the leader in turnkey, mobile workforce management solutions including Jobs & Forms, Timesheets, ",4.19,108,$9.95
https://ga1.imgix.net/logo/o/108591-1591305283-5303173?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Vena,Plan on It,"Amplify any accounting process you can create in Excel with Vena’s Growth Engine and best in class technology and methodology. Grow efficiencies and unify your business with accounting processes with improvements for account reconciliation, financial consolidations and tax provisioning.",4.35,13,
https://ga0.imgix.net/logo/o/104977-1473085994-55733?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Basware,Purchase-to-pay & e-invoicing solutions,"Basware provides e-invoicing and purchase-to-pay solutions including e-procurement, accounts payable automation, travel & expense management, analytics and more. ",4.11,18,$100000
https://ga1.imgix.net/logo/o/114151-1539793037-4140615?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,ScaleFactor,Daily automated bookkeeping & cash visibility,"ScaleFactor is a smart accounting and finance platform which provides business owners, managers, and entrepreneurs with the tools to automate complex bookkeeping tasks, and translate financial data into meaningful business insights. Key features include bill pay & invoicing, tax and cash management.",4.18,17,$399
https://ga1.imgix.net/logo/o/111661-1515587419-814579?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Properly,Cleaning & operations management for short term rentals,"Properly is a web and mobile housekeeping & maintenance management tool for short term rental property managers with features for scheduling, checklists & more. ",4.68,41,$5.40
https://ga0.imgix.net/logo/o/20526-1574651126-4135973?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,vWork,Job scheduling & dispatch software for field teams.,"vWork allows you to manage complex job scheduling, all in one place through a great interface that makes it simple to manage your team workers all in real time. ",4.5,22,$49
https://ga0.imgix.net/logo/o/100320-1603734149-5281997?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,WEBFLEET,Fleet management & telematics solution for any businesses,"Quick to implement and easy to use, WEBFLEET provides a telematics solution for fleet management with immediate vehicle insight, tracking and tracing, messaging and controls, totally in sync with your core business processes. ",4.18,34,$23.95
https://ga1.imgix.net/logo/o/109145-1502360391-2401977?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,VersaPay ARC,Cloud-based accounts receivable automation platform,"VersaPay is a cloud-based accounts receivable automation platform which facilitates invoice presentment, cash application, and payment management processes. ",4.33,15,
